,job,marital,education,default,housing,loan,campaign,previous,previous_outcome
36416,0,1,3.0,0,1,0,3.0,0.0,3
17259,1,1,1.0,0,0,1,3.0,0.0,3
12334,0,0,2.0,0,0,1,1.0,0.0,3
5457,1,0,1.0,0,1,0,13.0,0.0,3
41519,5,0,2.0,0,0,0,1.0,0.0,3
20643,4,0,2.0,0,0,0,3.0,0.0,3
41638,4,0,3.0,0,0,0,2.0,0.0,3
29420,4,0,3.0,0,1,1,2.0,2.0,0
35698,10,1,2.0,0,1,0,2.0,0.0,3
39157,9,1,2.0,0,1,0,4.0,19.0,0
31357,4,0,3.0,0,0,0,1.0,0.0,3
36747,7,0,2.0,0,1,0,3.0,4.0,0
26807,10,0,1.0,0,1,0,2.0,0.0,3
30255,6,1,3.0,0,0,0,1.0,0.0,3
9098,4,0,3.0,0,0,0,1.0,0.0,3
5656,9,0,2.0,0,1,1,1.0,0.0,3
36679,0,2,2.0,0,1,0,1.0,1.0,2
41669,0,0,2.0,0,1,0,2.0,4.0,2
15930,0,0,2.0,0,1,0,1.0,0.0,3
17086,3,0,1.0,0,1,1,5.0,0.0,3
30662,4,0,2.0,0,1,0,1.0,1.0,0
7087,4,0,3.0,0,1,0,1.0,0.0,3
8423,10,0,2.0,0,1,0,1.0,0.0,3
2832,7,0,2.0,0,1,0,1.0,0.0,3
12630,1,0,1.0,0,1,0,1.0,0.0,3
23460,9,1,2.0,0,1,0,14.0,0.0,3
28009,0,1,2.0,0,1,0,1.0,1.0,2
31154,4,2,3.0,0,0,0,3.0,0.0,3
37148,9,0,3.0,0,1,1,1.0,2.0,0
2878,1,0,1.0,0,1,0,1.0,0.0,3
3588,4,0,1.0,0,1,1,2.0,0.0,3
41738,4,0,2.0,0,1,0,1.0,1.0,2
34463,0,1,3.0,0,1,0,1.0,0.0,3
12106,7,0,2.0,0,0,0,3.0,0.0,3
28585,7,1,2.0,0,0,0,2.0,0.0,3
32903,9,0,2.0,0,1,0,2.0,2.0,0
8472,1,0,2.0,0,1,0,3.0,0.0,3
16758,1,1,2.0,0,0,0,1.0,0.0,3
12763,11,0,1.0,0,0,0,8.0,0.0,3
26969,1,1,1.0,0,1,0,1.0,3.0,2
16044,4,2,3.0,0,0,1,2.0,0.0,3
12645,9,1,3.0,0,0,1,2.0,0.0,3
34935,9,0,2.0,0,1,0,1.0,0.0,3
7736,4,2,3.0,0,1,0,2.0,0.0,3
40935,4,0,3.0,0,0,0,1.0,1.0,1
3139,9,1,3.0,0,1,0,2.0,0.0,3
32747,0,1,1.0,0,0,0,1.0,1.0,0
6669,1,0,2.0,0,1,0,1.0,0.0,3
13115,7,1,2.0,0,0,1,1.0,0.0,3
8321,1,0,1.0,0,1,0,4.0,0.0,3
33654,0,1,2.0,0,1,0,4.0,1.0,2
29108,4,0,3.0,0,0,0,1.0,0.0,3
37551,1,1,1.0,0,1,0,5.0,0.0,3
30758,9,2,2.0,0,1,0,8.0,0.0,3
3831,9,0,2.0,0,1,1,1.0,0.0,3
29611,4,0,3.0,0,0,0,3.0,0.0,3
43841,9,0,2.0,0,0,0,1.0,5.0,0
45136,6,0,3.0,0,1,0,1.0,2.0,0
11292,7,2,2.0,0,1,0,3.0,0.0,3
43255,4,0,3.0,0,1,0,1.0,1.0,1
41043,0,0,2.0,0,0,0,1.0,2.0,0
40778,8,1,3.0,0,0,0,1.0,2.0,0
42585,4,0,2.0,0,0,0,3.0,9.0,1
9217,0,0,2.0,0,1,1,1.0,0.0,3
35985,1,0,1.0,0,1,0,3.0,0.0,3
162,7,1,2.0,0,1,0,2.0,0.0,3
17017,7,0,1.0,0,0,0,1.0,0.0,3
4484,9,1,2.0,0,1,0,1.0,0.0,3
34303,4,0,3.0,0,0,0,2.0,1.0,2
4175,1,0,2.0,0,1,0,1.0,0.0,3
31119,5,0,2.0,0,0,0,1.0,0.0,3
6882,4,0,3.0,0,0,0,3.0,0.0,3
5992,1,0,2.0,0,1,1,5.0,0.0,3
14670,4,0,3.0,0,0,1,4.0,0.0,3
23853,9,0,2.0,0,0,0,2.0,0.0,3
38209,6,0,3.0,0,1,0,1.0,0.0,3
38072,7,0,2.0,0,1,0,4.0,0.0,3
9435,1,1,1.0,0,0,0,2.0,0.0,3
3515,1,0,1.0,0,1,0,3.0,0.0,3
31744,9,1,2.0,0,1,0,1.0,0.0,3
31147,4,0,3.0,0,1,0,1.0,0.0,3
11963,1,0,1.0,0,1,0,3.0,0.0,3
12767,7,0,2.0,0,1,1,7.0,0.0,3
29523,5,2,2.0,0,0,0,1.0,0.0,3
26964,4,2,3.0,0,0,0,1.0,0.0,3
27540,4,1,3.0,0,1,0,9.0,0.0,3
2398,1,0,1.0,0,1,0,1.0,0.0,3
36501,6,0,2.0,0,1,0,2.0,11.0,2
25437,4,0,2.0,0,1,0,1.0,2.0,2
18747,5,2,2.0,0,0,0,17.0,0.0,3
8756,5,0,1.0,0,1,0,2.0,0.0,3
38828,2,1,3.0,0,1,0,2.0,2.0,1
16801,1,0,2.0,0,1,0,2.0,0.0,3
24440,5,2,2.0,0,0,0,1.0,0.0,3
40271,7,1,2.0,0,0,0,1.0,3.0,2
16440,0,0,2.0,0,1,1,4.0,0.0,3
6773,4,0,2.0,0,1,0,1.0,0.0,3
12026,1,1,1.0,0,1,0,3.0,0.0,3
30395,2,0,2.0,0,1,1,3.0,2.0,2
42919,5,0,3.0,0,0,0,2.0,0.0,3
42107,9,1,3.0,0,0,0,1.0,0.0,3
4916,9,1,2.0,0,1,0,1.0,0.0,3
29915,7,0,3.0,0,0,0,1.0,0.0,3
29697,4,1,3.0,0,0,1,4.0,1.0,0
42171,0,0,2.0,0,0,0,1.0,0.0,3
8188,9,1,2.0,1,0,0,2.0,0.0,3
33720,11,2,2.0,0,0,0,3.0,0.0,3
8735,1,0,1.0,0,1,0,3.0,0.0,3
11816,1,0,2.0,0,1,0,3.0,0.0,3
19184,5,0,1.0,0,0,0,2.0,0.0,3
10745,4,2,1.0,0,0,0,4.0,0.0,3
16566,4,1,3.0,0,1,0,3.0,0.0,3
41356,6,0,3.0,0,1,1,1.0,0.0,3
14522,1,0,2.0,0,1,0,2.0,0.0,3
23276,3,0,3.0,0,0,0,6.0,0.0,3
38213,1,0,2.0,0,1,0,1.0,0.0,3
42338,10,1,1.0,0,0,0,3.0,4.0,1
26095,4,0,3.0,0,1,0,4.0,0.0,3
24093,4,0,3.0,0,1,0,1.0,0.0,3
29473,1,0,1.0,0,1,0,1.0,0.0,3
15704,9,0,2.0,0,1,1,1.0,0.0,3
6300,4,0,3.0,0,1,0,4.0,0.0,3
34228,4,1,3.0,0,1,0,2.0,0.0,3
30479,1,0,2.0,0,1,1,2.0,2.0,0
37595,1,0,2.0,0,1,1,10.0,0.0,3
1670,7,0,2.0,0,1,1,1.0,0.0,3
43493,4,0,3.0,0,0,0,2.0,0.0,3
31970,1,0,2.0,0,1,0,2.0,2.0,2
12740,1,2,2.0,0,0,0,2.0,0.0,3
30371,1,0,1.0,0,1,0,2.0,4.0,2
38554,9,0,3.0,0,1,0,2.0,0.0,3
9796,10,0,1.0,0,0,0,1.0,0.0,3
20065,3,0,1.0,0,0,0,3.0,0.0,3
6500,4,1,3.0,0,1,0,2.0,0.0,3
34083,10,0,2.0,0,1,0,2.0,0.0,3
7175,1,0,2.0,0,1,0,7.0,0.0,3
31937,0,0,3.0,0,1,0,2.0,7.0,0
16105,0,2,2.0,0,1,0,11.0,0.0,3
43601,0,1,3.0,0,0,1,1.0,0.0,3
25435,2,0,2.0,0,1,0,2.0,0.0,3
38649,4,0,3.0,0,1,1,5.0,0.0,3
11542,0,0,2.0,0,0,0,1.0,0.0,3
42975,5,0,2.0,0,0,0,1.0,1.0,1
44102,5,0,2.0,0,0,0,1.0,1.0,1
34526,4,1,3.0,0,1,0,1.0,0.0,3
12790,4,0,3.0,0,0,1,1.0,0.0,3
22662,9,1,2.0,0,0,0,12.0,0.0,3
24095,0,0,2.0,0,0,0,1.0,0.0,3
17478,0,0,2.0,0,0,1,6.0,0.0,3
32683,9,1,2.0,0,1,0,1.0,1.0,0
27813,7,0,2.0,0,1,0,1.0,1.0,0
24585,5,0,2.0,0,1,0,1.0,0.0,3
24459,7,0,2.0,0,0,0,1.0,0.0,3
4525,1,2,1.0,0,1,1,1.0,0.0,3
15533,1,1,3.0,0,0,0,2.0,0.0,3
16443,1,0,2.0,0,0,0,2.0,0.0,3
3664,4,2,2.0,0,1,1,22.0,0.0,3
21635,9,0,2.0,0,1,0,2.0,0.0,3
24519,0,0,2.0,0,1,0,2.0,0.0,3
34130,9,0,2.0,0,1,0,1.0,0.0,3
33139,0,1,2.0,0,1,0,1.0,2.0,2
22643,4,0,3.0,0,0,0,1.0,0.0,3
25697,0,0,2.0,0,0,0,1.0,0.0,3
22954,9,1,3.0,0,0,0,4.0,0.0,3
35544,0,0,2.0,0,1,1,2.0,0.0,3
24358,4,1,3.0,0,0,1,1.0,1.0,0
31713,7,1,2.0,0,1,0,1.0,0.0,3
20864,4,1,3.0,0,0,0,2.0,0.0,3
42990,5,2,1.0,0,0,0,1.0,0.0,3
37425,0,0,2.0,0,1,0,2.0,0.0,3
42468,4,0,3.0,0,0,0,5.0,0.0,3
22086,4,1,3.0,0,0,0,2.0,0.0,3
11970,1,0,1.0,0,1,0,3.0,0.0,3
43765,6,0,2.0,0,0,0,1.0,3.0,0
35196,7,0,2.0,0,1,0,1.0,0.0,3
31308,0,1,2.0,0,0,0,3.0,0.0,3
39152,2,0,2.0,0,1,0,3.0,0.0,3
40771,4,0,3.0,0,0,0,3.0,3.0,2
18270,4,0,2.0,0,0,0,8.0,0.0,3
9190,2,2,3.0,0,0,1,1.0,0.0,3
37698,9,1,2.0,0,1,0,1.0,1.0,1
15514,9,1,2.0,0,1,0,2.0,0.0,3
4393,9,2,2.0,0,1,0,4.0,0.0,3
20686,9,0,2.0,0,0,0,10.0,0.0,3
21182,9,1,2.0,0,0,0,8.0,0.0,3
4179,4,1,3.0,0,1,0,1.0,0.0,3
33675,6,1,2.0,0,1,0,2.0,0.0,3
40696,8,0,2.0,0,0,0,2.0,0.0,3
38698,8,1,1.0,0,1,0,3.0,0.0,3
45056,4,0,3.0,0,0,0,7.0,11.0,2
16577,5,2,2.0,0,0,0,1.0,0.0,3
28088,7,0,2.0,0,0,0,2.0,0.0,3
27351,4,0,3.0,0,0,1,1.0,0.0,3
5098,1,0,2.0,0,1,0,2.0,0.0,3
2609,4,0,2.0,0,1,0,1.0,0.0,3
20482,4,1,3.0,0,1,0,2.0,0.0,3
5289,0,0,2.0,0,1,0,1.0,0.0,3
7191,10,2,2.0,0,1,0,1.0,0.0,3
23913,4,0,3.0,0,0,0,2.0,0.0,3
22645,7,0,2.0,0,0,0,4.0,0.0,3
17141,7,2,2.0,0,1,0,10.0,0.0,3
2545,2,2,2.0,0,1,1,6.0,0.0,3
22625,3,0,2.0,0,0,0,1.0,0.0,3
45071,10,1,2.0,0,0,0,1.0,3.0,2
9128,1,0,2.0,0,1,0,1.0,0.0,3
37586,0,1,2.0,0,1,1,11.0,4.0,0
43361,4,1,3.0,0,1,0,1.0,8.0,0
16983,9,0,2.0,0,1,0,1.0,0.0,3
17024,0,1,2.0,0,1,1,1.0,0.0,3
3666,4,0,2.0,0,1,0,1.0,0.0,3
30060,9,1,2.0,0,0,0,2.0,0.0,3
9793,3,0,2.0,0,0,0,2.0,0.0,3
10820,3,2,1.0,0,0,0,2.0,0.0,3
20587,4,0,3.0,0,1,0,2.0,0.0,3
7679,10,1,1.0,0,1,0,2.0,0.0,3
22385,6,0,1.0,0,0,0,4.0,0.0,3
14620,3,0,1.0,0,1,0,1.0,0.0,3
37298,9,1,2.0,0,0,0,1.0,0.0,3
16764,2,0,1.0,0,1,0,2.0,0.0,3
38679,0,0,2.0,0,1,0,3.0,1.0,0
43915,5,2,1.0,0,0,0,1.0,1.0,1
45170,8,1,1.0,0,0,0,2.0,2.0,2
39382,9,1,2.0,0,0,0,1.0,0.0,3
15940,1,1,2.0,0,1,0,1.0,0.0,3
25001,4,0,3.0,0,0,0,1.0,0.0,3
24560,10,0,1.0,0,1,0,1.0,1.0,0
6943,9,1,2.0,0,1,0,3.0,0.0,3
27340,0,0,2.0,0,0,0,2.0,0.0,3
3725,3,0,1.0,1,1,1,2.0,0.0,3
42560,0,1,3.0,0,0,0,4.0,0.0,3
10798,1,0,1.0,0,0,0,1.0,0.0,3
1835,9,1,2.0,0,1,0,1.0,0.0,3
22557,9,0,3.0,0,0,0,5.0,0.0,3
1771,7,2,2.0,0,1,0,3.0,0.0,3
13313,4,0,3.0,0,0,1,9.0,0.0,3
29954,1,0,1.0,0,1,1,2.0,3.0,2
7978,9,0,2.0,0,1,0,3.0,0.0,3
32397,7,0,2.0,0,1,0,2.0,4.0,0
3960,1,1,2.0,0,1,0,4.0,0.0,3
24280,5,0,2.0,0,0,0,2.0,0.0,3
2650,1,0,1.0,0,1,0,2.0,0.0,3
4467,4,0,3.0,0,1,0,1.0,0.0,3
20610,5,0,3.0,0,0,0,4.0,0.0,3
33299,7,0,2.0,0,1,0,2.0,5.0,0
22257,9,1,2.0,0,0,0,1.0,0.0,3
28962,1,1,2.0,0,0,0,1.0,3.0,2
8794,1,1,2.0,0,1,0,1.0,0.0,3
13787,4,0,3.0,0,1,0,1.0,0.0,3
18463,1,0,2.0,0,0,0,2.0,0.0,3
526,4,0,2.0,0,1,0,2.0,0.0,3
42490,9,1,3.0,0,0,0,2.0,0.0,3
44128,10,1,3.0,0,0,0,4.0,1.0,1
38309,7,1,2.0,0,1,0,1.0,0.0,3
10114,6,1,2.0,1,0,0,3.0,0.0,3
13493,4,1,3.0,0,1,0,1.0,0.0,3
35793,0,0,1.0,0,1,0,2.0,0.0,3
7594,1,0,2.0,0,1,0,1.0,0.0,3
23595,4,0,3.0,0,0,0,25.0,0.0,3
34335,4,1,3.0,0,1,0,3.0,2.0,0
43118,10,0,3.0,0,1,0,3.0,0.0,3
36837,1,0,2.0,0,1,0,2.0,0.0,3
6736,7,1,2.0,0,1,0,1.0,0.0,3
22544,7,0,2.0,0,1,1,2.0,0.0,3
15861,4,1,3.0,0,1,0,2.0,0.0,3
44438,4,0,3.0,0,0,0,1.0,23.0,2
18816,5,1,2.0,0,0,1,29.0,0.0,3
9769,1,1,1.0,0,0,0,1.0,0.0,3
40457,2,0,1.0,0,0,0,2.0,1.0,2
35316,4,0,3.0,0,1,0,1.0,1.0,0
11076,5,2,2.0,0,0,0,11.0,0.0,3
6686,0,2,2.0,0,1,0,10.0,0.0,3
41644,9,2,2.0,0,0,0,1.0,2.0,0
3650,1,1,1.0,0,1,0,1.0,0.0,3
41113,9,2,2.0,0,1,0,2.0,3.0,1
2928,1,0,1.0,0,1,0,1.0,0.0,3
38514,1,1,2.0,0,1,0,5.0,0.0,3
39260,4,2,3.0,0,1,0,2.0,0.0,3
1789,0,0,2.0,0,0,1,1.0,0.0,3
9528,10,2,3.0,0,0,0,2.0,0.0,3
11550,0,2,2.0,0,0,0,1.0,0.0,3
30279,7,1,1.0,1,1,0,1.0,0.0,3
41673,4,1,3.0,0,0,0,1.0,0.0,3
26431,1,1,3.0,0,1,0,1.0,0.0,3
32519,0,1,3.0,0,1,0,1.0,0.0,3
39913,7,0,2.0,0,1,0,1.0,3.0,0
21903,1,0,2.0,0,0,0,2.0,0.0,3
35023,4,1,3.0,0,1,0,1.0,0.0,3
15052,4,0,3.0,0,0,1,2.0,0.0,3
35025,4,0,3.0,0,1,0,4.0,2.0,0
42333,5,0,2.0,0,0,0,2.0,0.0,3
39933,4,0,3.0,0,0,0,3.0,0.0,3
6422,1,0,1.0,0,1,0,4.0,0.0,3
30993,1,1,3.0,0,0,0,3.0,0.0,3
36420,4,1,2.0,0,1,0,3.0,4.0,0
22142,9,1,3.0,0,0,0,2.0,0.0,3
31457,3,2,2.0,0,0,0,1.0,0.0,3
5793,7,0,2.0,0,1,0,1.0,0.0,3
11395,6,1,2.0,0,1,0,1.0,0.0,3
29682,5,1,3.0,0,1,0,5.0,3.0,2
9392,9,1,2.0,0,1,0,2.0,0.0,3
266,4,1,3.0,0,1,0,1.0,0.0,3
11813,0,0,2.0,0,1,0,2.0,0.0,3
44792,2,0,3.0,0,0,0,3.0,0.0,3
1005,7,1,2.0,0,1,0,2.0,0.0,3
19143,4,1,2.0,0,0,1,1.0,0.0,3
3514,7,0,2.0,0,1,0,4.0,0.0,3
42532,0,1,2.0,0,1,0,1.0,1.0,1
10036,7,0,2.0,0,0,0,4.0,0.0,3
41568,4,1,3.0,0,0,0,2.0,0.0,3
18364,3,2,2.0,0,0,0,2.0,0.0,3
27571,9,0,2.0,0,1,0,2.0,0.0,3
10329,6,0,3.0,0,0,0,5.0,0.0,3
19913,4,2,3.0,0,0,1,2.0,0.0,3
17061,3,2,1.0,1,0,1,2.0,0.0,3
23108,7,0,2.0,0,0,0,20.0,0.0,3
9203,5,0,2.0,0,0,0,1.0,0.0,3
20485,4,0,3.0,0,1,0,2.0,0.0,3
23099,9,0,2.0,0,0,1,6.0,0.0,3
14190,1,0,2.0,0,1,0,2.0,0.0,3
24084,0,0,2.0,0,1,0,1.0,0.0,3
39011,0,1,2.0,0,1,0,6.0,1.0,2
41160,5,0,2.0,0,0,0,2.0,2.0,1
37498,1,0,2.0,0,1,0,3.0,2.0,0
36121,7,0,2.0,0,1,0,1.0,0.0,3
19271,1,0,1.0,0,0,0,2.0,0.0,3
29770,4,1,3.0,0,0,0,1.0,0.0,3
29418,7,1,3.0,0,0,0,7.0,0.0,3
1505,1,0,2.0,0,1,0,4.0,0.0,3
799,5,0,2.0,0,1,0,4.0,0.0,3
11088,3,0,1.0,0,1,1,3.0,0.0,3
18300,0,1,2.0,0,0,0,4.0,0.0,3
6362,0,0,2.0,0,1,0,1.0,0.0,3
44630,0,0,2.0,0,0,0,1.0,1.0,1
24871,1,0,1.0,0,1,1,2.0,1.0,0
18859,0,0,2.0,0,0,0,1.0,0.0,3
39973,4,2,3.0,0,0,0,2.0,0.0,3
32625,4,0,3.0,0,1,0,1.0,1.0,2
19772,1,0,2.0,0,0,0,2.0,0.0,3
29328,4,1,3.0,0,1,0,2.0,0.0,3
28195,4,2,3.0,0,1,0,2.0,4.0,0
2999,1,0,1.0,0,1,0,1.0,0.0,3
35356,9,1,2.0,0,1,1,1.0,0.0,3
17067,4,0,3.0,0,1,0,2.0,0.0,3
7510,1,0,1.0,0,1,0,3.0,0.0,3
34931,1,1,2.0,0,1,0,1.0,0.0,3
30567,9,1,3.0,0,1,0,2.0,10.0,2
37729,1,0,1.0,0,1,0,3.0,0.0,3
17843,7,2,2.0,0,0,1,33.0,0.0,3
23596,9,2,2.0,0,0,0,28.0,0.0,3
27935,0,0,2.0,0,1,0,2.0,1.0,0
25679,1,0,2.0,0,0,0,1.0,0.0,3
27412,7,1,2.0,0,1,1,6.0,0.0,3
20164,1,0,1.0,0,0,0,2.0,0.0,3
27445,3,2,2.0,0,0,0,2.0,0.0,3
25712,8,1,2.0,0,1,0,1.0,0.0,3
22214,3,0,2.0,0,0,0,2.0,0.0,3
14194,7,1,2.0,0,0,1,2.0,0.0,3
17292,9,0,2.0,0,1,0,4.0,0.0,3
23456,9,1,2.0,0,1,0,14.0,0.0,3
7731,7,0,2.0,0,1,0,3.0,0.0,3
33182,1,0,2.0,0,1,0,1.0,1.0,1
13786,7,1,2.0,0,1,0,1.0,0.0,3
1706,1,1,2.0,0,1,1,1.0,0.0,3
29232,5,0,2.0,0,0,0,1.0,0.0,3
14180,1,0,1.0,0,0,0,2.0,0.0,3
2857,0,2,2.0,0,1,0,1.0,0.0,3
24497,0,0,3.0,0,1,0,1.0,0.0,3
10722,2,0,2.0,0,1,1,4.0,0.0,3
18446,5,0,2.0,0,0,0,4.0,0.0,3
43225,9,0,3.0,0,1,0,2.0,0.0,3
14549,1,0,2.0,0,1,0,2.0,0.0,3
10093,4,0,1.0,0,0,0,1.0,0.0,3
34699,4,1,3.0,0,1,0,2.0,0.0,3
9178,0,0,2.0,0,1,0,1.0,0.0,3
16308,1,0,2.0,0,1,0,1.0,0.0,3
8648,0,0,2.0,0,1,0,2.0,0.0,3
7261,7,0,2.0,0,1,0,1.0,0.0,3
39528,1,0,1.0,0,1,1,2.0,5.0,0
26760,4,1,3.0,0,1,0,1.0,0.0,3
19886,4,0,3.0,0,0,0,4.0,0.0,3
23119,0,0,2.0,0,0,0,9.0,0.0,3
43233,4,2,3.0,0,0,0,2.0,1.0,1
43030,4,1,3.0,0,0,0,2.0,2.0,1
33058,1,0,1.0,0,1,0,2.0,0.0,3
11660,1,1,2.0,0,0,0,11.0,0.0,3
19513,0,0,2.0,0,0,0,6.0,0.0,3
12336,7,1,2.0,0,0,0,2.0,0.0,3
6528,1,2,1.0,0,1,0,7.0,0.0,3
11144,0,0,2.0,0,1,1,3.0,0.0,3
43956,4,1,3.0,0,0,0,4.0,0.0,3
14763,9,0,2.0,0,1,0,7.0,0.0,3
13967,7,0,2.0,0,0,1,4.0,0.0,3
3708,6,1,3.0,0,1,0,1.0,0.0,3
42300,10,2,1.0,0,0,0,1.0,1.0,0
19831,4,0,3.0,0,0,0,2.0,0.0,3
24991,6,2,2.0,0,0,0,1.0,0.0,3
14248,9,0,3.0,0,1,1,3.0,0.0,3
17436,7,0,2.0,0,1,0,6.0,0.0,3
10825,4,0,3.0,0,0,0,1.0,0.0,3
11050,1,0,2.0,0,1,0,3.0,0.0,3
10429,7,0,2.0,0,0,0,2.0,0.0,3
37858,7,1,2.0,0,1,0,1.0,0.0,3
31950,1,0,1.0,0,1,0,3.0,0.0,3
38096,1,1,2.0,0,1,0,4.0,0.0,3
44491,4,0,3.0,0,0,0,2.0,10.0,2
37988,2,0,3.0,0,1,0,2.0,0.0,3
36164,9,2,2.0,0,1,0,1.0,1.0,0
27653,2,0,1.0,0,1,0,5.0,0.0,3
21439,9,2,2.0,0,1,1,16.0,0.0,3
23471,6,0,3.0,0,0,0,11.0,0.0,3
44901,0,1,2.0,0,1,0,1.0,0.0,3
32075,0,1,3.0,0,1,0,1.0,0.0,3
31453,0,1,3.0,0,0,0,2.0,0.0,3
36738,1,0,2.0,0,1,0,1.0,2.0,0
9928,7,1,2.0,0,0,0,2.0,0.0,3
33529,1,0,2.0,0,1,0,2.0,0.0,3
37700,7,0,2.0,0,1,0,7.0,0.0,3
31643,1,0,2.0,0,1,0,1.0,0.0,3
25275,4,0,3.0,0,1,0,2.0,0.0,3
2670,1,0,1.0,0,0,0,2.0,0.0,3
29331,1,0,1.0,0,0,1,3.0,0.0,3
10188,1,0,1.0,0,1,0,17.0,0.0,3
26745,4,0,3.0,0,1,0,2.0,0.0,3
22206,9,0,2.0,0,0,0,2.0,0.0,3
12105,4,0,3.0,0,1,0,7.0,0.0,3
12562,5,0,2.0,0,0,1,1.0,0.0,3
4657,4,0,3.0,0,1,0,6.0,0.0,3
7118,4,0,3.0,0,0,0,1.0,0.0,3
15922,9,0,2.0,0,1,0,1.0,0.0,3
10275,4,2,3.0,0,1,0,3.0,0.0,3
39390,7,0,2.0,0,1,0,1.0,6.0,0
34378,9,1,2.0,0,1,0,5.0,0.0,3
20930,0,0,3.0,0,0,0,3.0,0.0,3
41920,10,2,2.0,0,0,0,2.0,1.0,1
5246,1,0,1.0,0,1,0,1.0,0.0,3
20370,7,0,2.0,0,0,0,3.0,0.0,3
23765,9,0,2.0,0,0,1,13.0,0.0,3
4136,1,0,2.0,0,1,0,2.0,0.0,3
8641,1,0,1.0,0,1,0,18.0,0.0,3
13512,9,0,1.0,0,0,0,2.0,0.0,3
18374,5,0,1.0,0,0,0,2.0,0.0,3
4917,1,0,2.0,0,1,0,1.0,0.0,3
16371,1,1,2.0,0,0,1,2.0,0.0,3
1378,0,1,2.0,0,0,0,1.0,0.0,3
41042,8,1,2.0,0,0,0,3.0,7.0,2
26322,9,0,3.0,0,1,0,2.0,0.0,3
43306,4,0,2.0,0,0,0,1.0,0.0,3
17942,4,0,1.0,0,0,0,2.0,0.0,3
13850,5,0,1.0,0,0,1,1.0,0.0,3
25128,0,0,2.0,0,1,0,3.0,0.0,3
3257,1,2,1.0,0,1,0,1.0,0.0,3
7527,2,0,1.0,0,1,0,3.0,0.0,3
14992,5,0,1.0,0,0,1,2.0,0.0,3
42814,10,1,3.0,0,0,0,2.0,0.0,3
7983,1,1,2.0,0,1,0,2.0,0.0,3
33953,4,1,3.0,0,0,0,1.0,2.0,1
1341,7,2,2.0,0,1,0,1.0,0.0,3
43890,7,0,2.0,0,0,0,1.0,5.0,1
29408,4,1,3.0,0,1,0,1.0,0.0,3
25323,4,1,3.0,0,0,0,2.0,0.0,3
34475,8,1,2.0,0,1,0,1.0,8.0,1
43272,0,1,3.0,0,1,0,1.0,4.0,2
1950,1,0,1.0,0,1,0,3.0,0.0,3
11881,6,0,1.0,0,1,1,2.0,0.0,3
39125,9,1,2.0,0,1,0,3.0,1.0,2
32931,1,0,2.0,0,1,0,2.0,0.0,3
14726,8,1,3.0,0,0,0,5.0,0.0,3
28535,9,1,3.0,0,1,1,3.0,1.0,0
42912,4,2,3.0,0,0,0,2.0,0.0,3
22986,4,2,3.0,0,0,0,2.0,0.0,3
26516,1,0,2.0,0,0,0,2.0,3.0,0
23518,4,2,3.0,0,0,0,3.0,0.0,3
19010,9,0,3.0,0,0,0,1.0,0.0,3
13669,4,1,3.0,0,0,1,5.0,0.0,3
6486,1,0,2.0,0,1,1,2.0,0.0,3
1602,1,0,1.0,0,1,0,2.0,0.0,3
34263,0,0,2.0,0,0,0,1.0,0.0,3
32945,9,0,1.0,0,1,0,2.0,0.0,3
6511,1,0,1.0,0,1,0,13.0,0.0,3
10597,4,1,2.0,0,1,0,19.0,0.0,3
5002,4,1,3.0,0,1,0,1.0,0.0,3
26370,9,0,2.0,0,0,0,1.0,0.0,3
42090,11,0,2.0,0,0,0,4.0,0.0,3
35703,9,0,2.0,0,1,0,5.0,0.0,3
3159,9,1,2.0,0,1,0,3.0,0.0,3
42343,0,2,3.0,0,0,0,2.0,2.0,2
28084,4,0,3.0,0,0,0,2.0,0.0,3
12415,4,1,3.0,0,1,1,3.0,0.0,3
14649,2,0,2.0,0,0,1,3.0,0.0,3
17138,0,0,2.0,0,1,1,9.0,0.0,3
30251,1,0,2.0,0,1,0,1.0,0.0,3
13953,0,1,2.0,0,1,0,1.0,0.0,3
8376,9,1,3.0,0,1,0,1.0,0.0,3
36061,4,1,2.0,0,1,0,5.0,12.0,0
30568,4,0,3.0,0,1,0,4.0,0.0,3
20574,9,0,3.0,0,0,0,8.0,0.0,3
32728,7,1,2.0,0,1,0,2.0,0.0,3
17249,4,0,2.0,0,1,0,2.0,0.0,3
5263,9,0,2.0,0,1,0,1.0,0.0,3
23965,9,0,3.0,0,0,0,21.0,0.0,3
10247,0,2,2.0,0,0,0,3.0,0.0,3
13157,1,0,2.0,1,0,0,2.0,0.0,3
37018,7,0,2.0,0,1,1,1.0,0.0,3
31437,0,1,2.0,0,0,0,4.0,0.0,3
7254,1,0,2.0,1,0,0,2.0,0.0,3
15639,1,1,3.0,0,0,0,1.0,0.0,3
31353,8,1,2.0,0,0,0,8.0,0.0,3
24288,0,2,2.0,0,0,0,1.0,0.0,3
44756,5,0,1.0,0,0,0,3.0,1.0,1
18931,1,0,1.0,0,0,0,1.0,0.0,3
18262,9,0,2.0,0,0,0,5.0,0.0,3
6290,7,0,2.0,0,1,0,1.0,0.0,3
22566,4,0,2.0,0,0,0,3.0,0.0,3
19384,9,0,2.0,0,0,0,3.0,0.0,3
36950,1,1,1.0,0,1,0,2.0,13.0,0
57,1,0,2.0,0,1,0,1.0,0.0,3
10500,1,0,2.0,0,1,0,8.0,0.0,3
